Initials-Bdr,Location,year,mo,day,time,Band Status,Band Number,Tarsus / Condition,Band Size,Species,Sex,Age,Removed band num,GorColor,GorCount (%),Head GCnt (%),Grooves,Buffy,PriWidth / P10 Shape,Wng-TailTrait,TailCent,TailMid,TailOut,TailMeas (#),WingCd,Culmen,Pollen– Color,Fat,CPBreed,Gorget/head molt,Body Molt,Primary Molt,Secondary Molt,Tail Molt,Weight,Feather collected,Photo(s) taken,Sample Collected,Day Recap #,recap time 1,recap time 2,recap time 3,recap time 4,Comment
SMW,HC,2021,4,16,6:50,R,C16693,1,,BBLH,M,1,,B,99,,,,,,,,,,,,N,0,,F,F,F,F,F,3.26,,,,,,,,,"BANDED 7/10/2014, HY, WHITE ON TIPS OF P8-P10"
SMW,HC,2021,5,29,6:47,R,C16736,1,,BBLH,M,1,,B,99,,,,,,,,,,52,21.2,N,0,,L,L,F,F,F,3.31,,,,,,,,,
SMW,HC,2021,6,12,7:29,R,C16736,1,,BBLH,M,1,,B,99,,,,,,,,,,52,21.2,N,0,,L,M,L,L,L,3.45,,,,,,,,,HY 7/10/2014 NECTAR IN CROP
SMW,HC,2021,6,12,7:25,R,H89495,1,,ANHU,F,1,,R,35,,,,E,E,,,N,,48.5,18.8,N,0,2,2,2,8,M,2,3.55,,,,,,,,,
SMW,HC,2021,8,8,8:22,R,H89495,1,,ANHU,F,1,,R,30,,,,E,E,,,N,,49,18.8,N,T,5,1,F,F,F,F,3.89,,,,,,,,,
SMW,HC,2021,9,4,8:12,R,H89495,1,,ANHU,F,1,,R,30,,,,E,E,,,N,,49.5,19.4,N,P,2,F,F,F,,F,3.71,,,,,,,,,NECTOR IN CROP
SMW,HC,2021,6,26,10:06,R,H92484,1,,BCHU,F,1,,MS,,,,,U,E,,,P,,45,21.3,N,0,5,F,F,F,F,M,3.48,,,,,,,,,5/24/14 AHY
SMW,HC,2021,8,8,7:34,R,H92484,1,,BCHU,F,1,,MS,,,,,U,E,,,P,,46,21.3,N,0,2,1,1,L,F,M,3.27,,,,,,,,,BANDED 5/29/2014 AHY
SMW,HC,2021,5,29,7:22,R,J77031,1,,BBLH,F,1,,,,,,,,,,,,,50,21.4,YT,0,2,L,L,L,F,L,2.81,,,,,,,,,NECTAR IN CROP; HY 7/17/2016
SMW,HC,2021,9,21,9:30,R,J77031,1,,BBLH,F,1,,NS,,,,,,,,,,,50.5,22.1,N,0,2,1,1,7,2,R,2.98,,,,,,,,,
SMW,HC,2021,3,20,8:36,R,J77056,1,,ANHU,M,1,,R,99,99,,,,,,,,,49.5,18.6,N,0,,F,F,L,F,L,4.06,,,,1,9:54,,,,"NECTAR IN CROP, MAXILA 2 MM MISSING"
SMW,HC,2021,4,3,9:53,R,J77056,1,,ANHU,M,1,,R,99,99,,,,,,,,,49.5,18.3,N,P,,F,F,F,F,L,4.09,,,,,,,,,
SMW,HC,2021,4,16,9:13,R,J77056,1,,ANHU,M,1,,R,99,99,,,,,,,,,49.5,17.6,"GX,WH",0,,F,F,F,F,L,4.13,,,,,,,,,BANDED 5/21/2016 HY
SMW,HC,2021,4,3,7:46,R,J79647,1,,BBLH,F,1,,,,,,,,,,,,,52,23,N,1,2,L,F,L,F,L,3.45,,,,,,,,,NECTAR IN CROP
SMW,HC,2021,6,26,9:58,R,J80631,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,21.7,N,0,,1,L,F,F,L,3.3,,,,,,,,,"3/26/2016 AHY, NC"
GS,HC,2021,4,3,11:04,R,J80655,1,,BBLH,F,1,,,,,,,,,,,,,50,20.4,N,T,2,F,F,F,F,F,3.35,,,,,,,,,
SMW,HC,2021,6,26,7:47,R,J80655,1,,BBLH,F,1,,,,,,,,,,,,,50,22.8,N,P,2,1,1,6,1,2,3.42,,,,,,,,,8/22/2014 HY
SMW,HC,2021,9,21,9:34,R,J80655,1,,BBLH,F,1,,NS,,,,,,,,,,,0,21.7,WN,0,2,1,1,0,3,4,3.15,,,,,,,,,
SMW,HC,2021,5,1,10:11,R,J81044,1,,BCHU,M,1,,V,99,,,,,,,,,,43.5,20.1,N,0,,2,1,F,F,F,3.35,,,,,,,,,WHITE FEATHER ABOVE LEFT EYE
SMW,HC,2021,5,1,6:36,R,J81341,1,,BBLH,F,1,,,,,,,,,,,,,52,21.9,N,0,5,F,F,F,F,L,3.3,,,,,,,,,
SMW,HC,2021,8,8,7:36,R,J81341,1,,BBLH,F,1,,,,,,,,,,,,,52,22.7,N,0,2,1,M,7,F,M,3.38,,,,1,11:10,,,,"BANDED 9/23/2014 AHY, BUMP ON RIGHT SIDE OF BEAK 4MM FROM BASE"
SMW,HC,2021,4,16,9:02,R,J81684,1,,BBLH,F,1,,,,,,,,,,,,,49,22.6,YU,P,,F,F,F,F,L,3.77,,,,1,10:36,,,,"BANDED 7/5/2015, AHY, WHITE FEATHERS ON BACK AND NAPE, NC"
SMW,HC,2021,6,12,9:27,R,J81684,1,,BBLH,F,1,,,,,,,,,,,,,50,23.4,N,0,2,1,L,3,L,M,3.08,,,,,,,,,"NECTAR IN CROP, WHITE FEATHERS ON BACK"
SMW,HC,2021,6,26,9:23,R,J81684,1,,BBLH,F,1,,,,,,,,,,,,,49.5,22.4,N,0,2,L,L,4,L,M,2.98,,,,,,,,,"6 WHITE FEATHERS ON BACK,  7/5/2015 HY, NC"
SMW,HC,2021,5,29,8:07,R,J81716,1,,BCHU,F,1,,MS,,,,,U,E,,,P,,46,22.5,N,0,2,L,F,F,F,L,3.72,,,,,,,,,NECTAR IN CROP; AHY 6/5/2015; FIRST RECAPTURE
SMW,HC,2021,5,29,6:42,R,J81718,1,,BCHU,F,1,,LS,,,,,U,E,,,P,,47,21.6,N,0,2,F,F,F,F,L,3.23,,,,,,,,,AHY 6/5/2015 / ONE RECAP IN 2017 BEFORE NOW
SMW,HC,2021,6,12,8:24,R,J81718,1,,BCHU,F,1,,NS,,,,,U,E,,,P,,46.5,21.5,N,P,2,L,F,L,F,M,3.27,,,,,,,,,NECTAR IN CROP
SMW,HC,2021,6,26,8:12,R,J83491,1,,BCHU,M,1,,V,99,,,,,,,,,,42.5,19.8,N,0,,F,L,L,F,F,3.02,,,,,,,,,"7/5/2015 AHY, NC"
SMW,HC,2021,3,20,7:49,R,J84272,1,,BBLH,M,1,,B,99,,,,,,,,,,50.5,20.8,N,P,,F,F,F,F,F,3.05,,,,3,9:30,11:24,12:30,,
SMW,HC,2021,4,3,9:40,R,J84272,1,,BBLH,M,1,,B,99,,,,,,,,,,51,20.1,N,P,,F,F,F,F,F,3.12,,,,,,,,,"HIT WINDOW A WEEK AGO, STAV WOUND ON CHEST"
GS,HC,2021,7,10,9:30,R,J84272,1,,BBLH,M,1,,B,99,,,,,,,,,,48.5,20.1,N,0,,F,F,L,L,L,3.1,,,,,,,,,
SMW,HC,2021,3,20,9:15,R,J85486,1,,BBLH,M,1,,B,99,,,,,,,,,,48.5,21.7,N,T,,F,F,F,F,F,3.7,,,,1,12:01,,,,NECTAR IN CROP
SMW,HC,2021,3,20,8:29,R,J85862,1,,ANHU,M,1,,R,99,95,,,,,,,,,47,16.8,N,0,,F,F,F,F,F,4.11,,,,,,,,,
SMW,HC,2021,9,21,10:52,R,K32414,1,,ANHU,F,1,,R,30,,,,E,E,,,N,,40,18.6,N,1,2,F,F,F,F,F,4.08,,,,,,,,,
SMW,HC,2021,10,2,10:09,R,K32418,1,,ANHU,F,1,,R,45,,0,N,E,E,,,R,,49,19.4,N,1,2,F,F,F,F,L,4.29,,,,,,,,,
SMW,SWRS1,2021,5,17,6:36,R,K33583,1,,RIHU,M,1,,GP,99,99,,,,,,,O,,71,25.8,N,0,,F,L,L,L,L,7.4,,,,,,,,,9/25/2016 HY
SMW,HC,2021,4,3,7:55,R,K33646,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,19.9,N,0,,L,L,F,F,F,3.18,,,,,,,,,
GS,HC,2021,7,10,8:29,R,K33646,1,,BBLH,M,1,,B,99,,,,,,,,,,51,20.1,N,0,,L,F,L,F,F,3.1,,,,,,,,,
SMW,HC,2021,3,20,8:27,R,K33675,1,,ANHU,M,1,,R,99,95,,,,,,,,,49,18.1,N,0,,F,F,F,F,L,4.2,,,,,,,,,
SMW,HC,2021,6,12,9:25,R,K33706,1,,BBLH,M,1,,B,99,,,,,,,,,,53,21.3,N,0,,L,L,L,L,L,2.89,,,,,,,,,NECTAR IN CROP
SMW,HC,2021,5,1,7:35,R,K33714,1,,BBLH,M,1,,B,99,,,,,,,,,,51,21.8,YU,0,,F,F,F,F,F,3.27,,,,,,,,,
SMW,HC,2021,4,3,7:30,R,K33715,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,20.3,N,P,,F,F,F,F,F,3.32,,,,,,,,,NECTAR IN CROP
SMW,HC,2021,5,29,6:16,R,K33715,1,,BBLH,M,1,,B,99,,,,,,,,,,50.5,21.3,N,0,,F,L,L,F,L,3.14,,,,,,,,,HY 7/4/2016
GS,HC,2021,7,10,10:29,R,K33715,1,,BBLH,M,1,,B,99,,,,,,,,,,51,20.2,N,0,,F,F,M,L,L,3.13,,,,,,,,,
GS,HC,2021,7,10,6:56,R,K33833,1,,BCHU,F,1,,NS,,,,,U,E,,,P,,48,22,N,0,9,1,1,F,F,L,4.44,,,,,,,,,
SMW,HC,2021,5,29,7:00,R,K33875,4,,BCHU,F,1,,LS,,,,,U,E,,,P,,46,21.2,"WN, YT",0,7,F,F,F,F,L,3.22,,,,,,,,,SPIDER WEBBING DEBRIS UNDER BAND; HY 8/2/16
SMW,HC,2021,3,20,8:15,R,K35005,1,,BBLH,M,1,,B,99,,,,,,,,,,53,21.2,N,0,,F,F,F,F,F,3.21,,,,3,10:00,11:31,12:40,,
SMW,HC,2021,4,16,11:16,R,K35005,1,,BBLH,M,1,,B,99,,,,,,,,,,53.5,21.3,N,0,,F,F,F,F,F,3.37,,,,,,,,,"BANDED 7/16/2016, HY"
SMW,HC,2021,6,26,8:01,R,K35005,1,,BBLH,M,1,,B,99,,,,,,,,,,53,21.4,N,0,,1,L,L,L,L,3.19,,,,,,,,,7/7/2016 HY
SMW,HC,2021,4,3,8:24,R,K35022,1,,BBLH,M,1,,B,99,,,,,,,,,,52,19.9,GX,0,,L,F,F,F,L,3.2,,,,,,,,,
SMW,HC,2021,3,20,9:45,R,K35055,1,,BBLH,M,1,,B,99,,,,,,,,,,50,21.5,N,1,,F,F,F,F,F,3.3,,,,1,10:45,,,,NECTAR IN CROP
ML,SWRS1,2021,4,19,8:12,R,K35406,1,,BTMG,M,1,,B,99,,,,,,,W,,,78,23.7,N,0,,F,F,F,F,F,8.47,,,,,,,,,"BANDED 8/28/2016, HY"
SMW,HC,2021,4,16,7:07,R,K35541,1,,BBLH,F,1,,,,,,,,,,,,,,,GX,,9,F,F,F,F,M,4.12,,,,2,8:37,9:44,,,BANDED 8/27/2016 HY
SMW,HC,2021,5,29,6:05,R,K35541,1,,BBLH,F,1,,,,,,,,,,,,,50,22.5,N,0,5,L,L,1,F,M,3.28,,,,,,,,,HY BANDED 8/27/2016 
GS,HC,2021,7,10,10:52,R,K35624,1,,BBLH,M,1,,B,99,,,,,,,,,,51,21.7,N,0,,F,F,F,F,F,3.14,,,,,,,,,
GS,HC,2021,7,10,9:36,R,K36621,1,,BBLH,M,1,,B,99,,,,,,,,,,51,20.9,N,0,,L,F,F,F,L,3.17,,,,1,11:13,,,,
SMW,HC,2021,4,16,7:38,R,K36630,1,,BBLH,M,1,,B,99,,,,,,,,,,,,N,0,,L,F,F,F,F,3.4,,,,1,8:03,,,,"BANDED 4/7/2017, AHY"
SMW,HC,2021,5,29,10:26,R,K36630,1,,BBLH,M,1,,B,99,,,,,,,,,,50.5,20,N,P,,L,L,L,F,L,3.45,,,,,,,,,AHY 4/7/2017
SMW,HC,2021,8,8,6:41,R,K36630,1,,BBLH,M,1,,B,99,,,,,,,,,,50,20.2,N,P,,1,1,6,L,L,3.82,,,,,,,,,"BANDD 4/7/2017 AHY, P1-6 MOLTING AT SAME TIME"
SMW,HC,2021,3,20,9:51,R,K36635,1,,BBLH,M,1,,B,99,,,,,,,,,,50.1,22.1,YU,T,,F,F,F,F,F,3.29,,,,1,11:12,,,,
SMW,HC,2021,6,12,7:39,R,K36723,1,,BCHU,F,1,,NS,,,,,U,E,,,P,,46.5,21.1,N,P,5,F,F,F,F,L,3.34,,,,,,,,,NECTAR IN CROP
GS,HC,2021,7,10,7:28,R,K36723,1,,BCHU,F,1,,NS,,,,,U,E,,,P,,46,20.2,N,0,8,1,1,L,F,M,3.58,,,,,,,,,
SMW,HC,2021,3,20,10:02,R,K36852,1,,BBLH,M,1,,B,99,,,,,,,,,,51,21.5,N,T,,F,F,F,F,F,3.36,,,,,,,,,NECTAR IN CROP
SMW,HC,2021,6,26,7:50,R,K36852,1,,BBLH,M,1,,B,99,,,,,,,,,,51,21.3,N,0,,L,F,L,L,L,3.39,,,,,,,,,"3/25/2017 AHY, NC"
SMW,HC,2021,3,20,8:09,R,K36854,1,,BBLH,M,1,,B,99,,,,,,,,,,50,21.2,N,P,,F,F,F,F,F,3.35,,,,2,11:09,12:20,,,
SMW,HC,2021,6,26,6:38,R,K36854,1,,BBLH,M,1,,B,99,,,,,,,,,,50,21.7,N,0,,1,L,M,L,F,3.56,,,,,,,,,"3/25/2017 AHY, NC"
SMW,HC,2021,3,20,8:33,R,K36855,1,,BBLH,M,1,,B,99,,,,,,,,,,50.5,22.6,GXH,T,,F,F,F,F,F,3.75,,,,,,,,,"NECTAR IN CROP, BUG BITE ON NECK"
SMW,HC,2021,5,29,10:14,R,K37035,1,,ANHU,F,1,,R,40,,,,E,E,,,N,,49.5,19.5,N,1,2,1,1,1,L,M,4.03,,,,,,,,,AHY 9/23/17
GS,HC,2021,3,20,11:15,R,K37185,1,,ANHU,M,1,,R,99,95,,,,,,,,,47,18.6,N,P,,1,F,F,F,F,4.26,,,,,,,,,NC
SMW,HC,2021,6,26,8:55,R,K37287,1,,BCHU,M,1,,V,99,,,,,,,,,,42,21.7,N,0,,F,L,L,F,L,2.96,,,,,,,,,6/2/2017 AHYNC
GS,SWRS1,2021,5,31,6:31,R,K37600,1,,RIHU,M,1,,GP,99,99,,,,,,,E,,71,29,PH,P,,F,F,F,F,F,7.9,,,,,,,,,AHY 4/21/19
SMW,HC,2021,3,20,8:12,R,K37655,1,,ANHU,M,1,,R,99,99,,,,,,,,,49.5,18.6,WH,0,,1,F,F,F,F,4.27,,,,,,,,,
SMW,HC,2021,4,16,6:54,R,K37655,1,,ANHU,M,1,,R,99,99,,,,,,,,,,,N,0,,1,,F,F,F,4.19,,,,,,,,,BANDED 4/7/2017 AHY
SMW,HC,2021,8,8,8:33,R,K37655,1,,ANHU,M,1,,R,99,99,,,,,,,,,50,18.6,N,0,,F,F,F,F,F,3.88,,,,2,9:15,10:58,,,BANDED 4/7/2017 AHY
SMW,HC,2021,4,3,8:11,R,K37659,1,,BBLH,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCAPED
SMW,HC,2021,6,26,9:27,R,K37659,1,,BBLH,M,1,,B,99,,,,,,,,,,52,21.4,N,0,,L,L,L,F,L,3.18,,,,,,,,,4/21/2017 AHY
GS,HC,2021,7,10,8:00,R,K37692,1,,BBLH,F,1,,,,,,,,,,,,,51,22.2,N,0,8,L,F,5,F,L,3.94,,,,,,,,,NECTAR IN CROP
SMW,HC,2021,4,3,9:12,R,K38049,1,,BBLH,M,1,,B,99,,,,,,,,,,51,22.1,N,0,,F,F,F,F,F,3.21,,,,3,9:48,10:27,11:31,,
SMW,HC,2021,4,16,10:18,R,K38972,1,,BBLH,M,1,,B,99,,,,,,,,,,51,20.3,N,P,,F,F,L,F,F,3.46,,,,,,,,,"BANDED 8/11/2017 HY, NC"
SMW,HC,2021,6,12,9:20,R,K38972,1,,BBLH,M,1,,B,99,,,,,,,,,,50,20.9,N,P,,1,1,L,F,L,3.27,,,,,,,,,
ML,SWRS1,2021,5,3,6:08,R,K39196,1,,BTMG,M,1,,B,99,,,,,,,W,,,73,23.2,N,P,,F,F,F,F,F,7.88,,,,,,,,,SMALLEST R3 WHITE WINDOW
SMW,HC,2021,3,20,9:33,R,K39210,1,,ANHU,M,1,,R,99,99,,,,,,,,,48,17.3,N,T,,F,F,F,F,F,3.92,,,,1,10:06,,,,
SMW,HC,2021,8,8,6:43,R,K39210,1,,ANHU,M,1,,R,99,99,,,,,,,,,0,17.6,OU,0,,2,1,9,2,5,4.1,,,,2,9:51,10:58,,,"BANDED 3/12/2018, AHY; NC'; R4 MOLTING-LONGER THAN R5"
ML,SWRS1,2021,5,31,9:10,R,K39221,1,,BBLH,F,1,,NS,,,,,,,,,,,50,22.2,YU,T,5,,F,L,F,L,3.6,,,,,,,,,AHY 4/22/18
SMW,HC,2021,6,26,8:19,R,K39230,1,,BBLH,M,1,,B,99,,,,,,,,,,52,22.8,N,0,,F,L,L,L,L,3.1,,,,,,,,,4/7/2018 AHY
SMW,SWRS1,2021,5,17,9:12,R,K39952,1,,RIHU,M,1,,GP,98,95,,,,,,,,,72,27.3,PH,0,,F,F,F,F,F,7.58,,,,,,,,,8/17/2017 HY PA FIRST CAPTURE
SMW,HC,2021,4,16,7:30,R,K40017,1,,BBLH,F,1,,,,,,,,,,,,,49,20.4,OU,0,7,L,F,F,F,L,3.26,,,,1,8:31,,,,"BANDED 7/14/17, AHY"
SMW,HC,2021,4,3,9:49,R,K40044,1,,BBLH,M,1,,B,99,,,,,,,,,,49.5,21.4,N,P,,F,F,F,F,F,3.27,,,,,,,,,
SMW,HC,2021,5,29,8:21,R,K40044,1,,BBLH,M,1,,B,99,,,,,,,,,,50,21.4,N,0,,L,L,M,F,F,3.18,,,,,,,,,HY 7/28/2017
SMW,HC,2021,4,3,7:16,R,K40055,1,,BBLH,M,1,,B,99,,,,,,,,,,49.5,20.7,N,0,,F,F,F,F,L,3.21,,,,,,,,,
SMW,HC,2021,6,26,6:22,R,K40055,1,,BBLH,M,1,,B,99,,,,,,,,,,49.5,21.2,N,0,,F,F,L,F,M,3.06,,,,,,,,,6/21/2017 AHY
SMW,HC,2021,6,12,10:25,R,K40057,1,,BBLH,M,1,,B,97,,,,,,,,,,50,22.5,N,T,,1,L,L,F,L,3.22,,,,,,,,,
SMW,HC,2021,4,16,10:21,R,K40063,1,,BBLH,M,1,,B,99,,,,,,,,,,50,22.3,N,T,,F,F,F,F,F,3.25,,,,,,,,,BANDED 6/30/2017 HY
SMW,HC,2021,6,26,8:50,R,K40079,1,,BBLH,M,1,,B,99,,,,,,,,,,51,20.9,N,0,,1,L,M,L,L,3.14,,,,,,,,,6/30/2017 AHY
SMW,HC,2021,3,20,8:25,R,K40093,1,,BBLH,M,1,,B,99,,,,,,,,,,50,21.6,N,T,,F,L,L,F,L,3.27,,,,,,,,,
SMW,HC,2021,4,3,7:54,R,K40093,1,,BBLH,M,1,,B,99,,,,,,,,,,49,20.8,N,P,,L,L,M,F,M,3.21,,,,,,,,,NECTAR IN CROP
SMW,HC,2021,6,12,9:52,R,K40093,1,,BBLH,M,1,,B,99,,,,,,,,,,49,21.6,N,P,,2,2,7,L,1,3.45,,,,,,,,,
SMW,HC,2021,6,26,7:03,R,K40093,1,,BBLH,M,1,,B,99,,,,,,,,,,50,21.5,N,0,,1,1,7,2,1,3.22,,,,,,,,,7/28/2017 HY
SMW,HC,2021,8,8,7:11,R,K40093,1,,BBLH,M,1,,B,99,,,,,,,,,,49.5,21.7,N,0,,1,L,8,L,2,3.54,,,,,,,,,
SMW,HC,2021,3,20,8:31,R,K40100,1,,BBLH,M,1,,B,99,,,,,,,,,,50,22.3,N,0,,F,F,F,F,F,3.02,,,,2,11:05,12:13,,,
SMW,HC,2021,4,3,9:23,R,K40100,1,,BBLH,M,1,,B,99,,,,,,,,,,50,21.4,GX,0,,F,F,F,F,F,2.9,,,,1,10:24,,,,
SMW,HC,2021,4,16,7:01,R,K40100,1,,BBLH,M,1,,B,99,,,,,,,,,,,,N,0,,L,F,F,F,F,2.94,,,,,,,,,"BANDED 8/11/2017, HY"
SMW,HC,2021,6,26,9:40,R,K40100,1,,BBLH,M,1,,B,99,,,,,,,,,,50,21.7,N,0,,L,L,L,F,L,2.86,,,,,,,,,8/11/2017 HY
SMW,HC,2021,6,12,7:13,R,K40159,1,,BBLH,M,1,,B,99,,,,,,,,,,51,22.3,N,0,,L,L,L,L,L,3.24,,,,,,,,,
SMW,HC,2021,3,20,8:08,R,K40162,1,,BBLH,M,1,,B,99,,,,,,,,,,49.5,22.3,N,P,,F,F,L,F,F,3.4,,,,,,,,,
SMW,HC,2021,6,26,6:19,R,K40162,1,,BBLH,M,1,,B,99,,,,,,,,,,49,21.7,N,0,,F,L,L,F,F,3.12,,,,,,,,,8/11/2017 HY
SMW,SWRS1,2021,5,17,7:31,R,K40924,1,,RIHU,M,1,,GP,99,90,,,,,,,E,,74,25.5,N,0,,F,F,F,F,F,7.59,,,,,,,,,4/8/2018 AHY SWRS
ML,SWRS1,2021,5,3,8:51,R,K40946,1,,BTMG,M,1,,B,99,,,,,,,W,,,78,22.8,WN,0,,F,F,F,F,F,8.37,,,,,,,,,
GS,HC,2021,7,10,8:55,R,K40980,1,,BBLH,F,1,,,,,,,,,,,,,50,19.9,N,0,9,1,F,L,F,L,3.88,,,,,,,,,
SMW,HC,2021,8,8,10:39,R,K40980,1,,BBLH,F,1,,,,,,,,,,,,,50,21.8,N,P,8,L,L,7,1,L,3.5,,,,,,,,,
SMW,HC,2021,3,20,9:58,R,K41037,1,,BBLH,M,1,,B,99,,,,,,,,,,51,22.7,N,1,,F,F,F,F,F,3.43,,,,,,,,,
SMW,HC,2021,4,3,7:11,R,K41037,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,22.1,N,0,,F,F,F,F,,3.26,,,,,,,,,
GS,HC,2021,7,10,8:21,R,K41037,1,,BBLH,M,1,,B,99,,,,,,,,,,50,21.8,N,0,,L,F,L,F,F,3.16,,,,,,,,,
GS,HC,2021,3,20,12:34,R,K41042,1,,BBLH,M,1,,B,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCAPED
SMW,HC,2021,6,26,7:16,R,K41042,1,,BBLH,M,1,,B,99,,,,,,,,,,52,22.4,N,0,,L,L,L,F,L,3.14,,,,,,,,,5/18/2018 AHY
GS,HC,2021,7,10,6:09,R,K41042,1,,BBLH,M,1,,B,99,,,,,,,,,,52,20.5,N,0,,F,F,F,F,L,3.26,,,,,,,,,
SMW,HC,2021,8,8,9:10,R,K41109,1,,BBLH,F,1,,,,,,,,,,,,,50,22.7,N,0,5,1,L,8,L,M,3.52,,,,,,,,,
SMW,HC,2021,5,29,6:13,R,K41399,1,,ANHU,M,1,,R,99,99,,,,,,,,,49,17.4,N,0,,2,2,6,L,F,4.11,,,,,,,,,TAIL AND WING COVERT MOLT; AHY 3/24/18
SMW,HC,2021,6,26,5:49,R,K41434,1,,BBLH,F,1,,,,,,,,,,,,,50,23,N,0,2,F,L,F,F,L,2.89,,,,,,,,,9/10/2017 HY
SMW,HC,2021,5,1,9:21,R,K41500,1,,BCHU,M,1,,V,99,,,,,,,,,,41.5,19.5,YN,0,,F,F,F,F,F,2.78,,,,,,,,,
SMW,HC,2021,6,26,10:53,R,K41782,1,,BCHU,F,1,,LS,,,,,U,E,,,P,,46,21.9,N,P,7,2,1,F,F,L,4.03,,,,,,,,,4/7/2018 AHY
SMW,HC,2021,3,20,8:47,R,K42040,1,,BBLH,M,1,,B,99,,,,,,,,,,50,21.3,N,T,,F,F,F,F,F,2.9,,,,1,9:38,,,,
SMW,SWRS1,2021,6,28,9:50,R,K42073,1,,BCHU,F,1,,NS,,,,,,U,E,,,P,47,21.5,N,P,5,F,F,F,F,L,3.49,,,,,,,,,SPIDER WEB ON BEAK
SMW,HC,2021,5,29,6:53,R,M25971,1,,ANHU,F,1,,R,10,,,,,E,,,N,,49.5,20.4,N,T,2,3,3,6,L,L,3.9,,,,,,,,,
SMW,HC,2021,9,21,8:39,1,M25997,C,C,CAHU,M,2,,R,10,,3,S,,SP,YYYYN,3X2,N,4.1,41,14.8,N,1,,F,F,F,F,L,2.51,,,,,,,,,
SMW,HC,2021,3,20,9:01,R,M26022,1,,ANHU,M,1,,R,99,99,,,,,,,,,50,17.7,N,0,,F,F,F,F,L,4.11,,,,3,10:30,11:52,12:35,,NECTAR IN CROP
SMW,HC,2021,4,16,8:06,R,M26022,1,,ANHU,M,1,,R,99,99,,,,,,,,,,,GX,0,,F,F,F,F,L,4.08,,,,,,,,,
SMW,HC,2021,8,8,8:28,R,M26022,1,,ANHU,M,1,,R,90,90,,,,,,,,,50,18.6,N,0,,2,F,F,F,F,4,,,,,,,,,
SMW,HC,2021,10,2,11:11,R,M26022,1,,ANHU,M,1,,R,99,99,,,,,,,,,49.5,18.4,N,0,,2,2,F,F,F,4.53,,,,,,,,,
SMW,HC,2021,5,29,8:12,R,M27001,1,,BBLH,M,1,,B,99,,,,,,,,,,51,21.8,N,0,,L,L,F,F,L,3.18,,,,,,,,,
GS,HC,2021,7,10,6:14,R,M27001,1,,BBLH,M,1,,B,99,,,,,,,,,,52,20.8,N,0,,F,F,F,F,L,3.46,,,,,,,,,
SMW,HC,2021,6,26,10:57,R,M27052,1,,BBLH,M,1,,B,99,,,,,,,,,,49.5,20.8,N,0,,F,,L,F,F,3.1,,,,,,,,,
SMW,HC,2021,3,20,8:55,R,M27057,1,,BBLH,M,1,,B,99,,,,,,,,,,49,20.5,N,0,,F,F,F,F,F,3.05,,,,1,11:02,,,,
SMW,HC,2021,6,12,8:58,R,M27061,1,,BBLH,M,1,,B,99,,,,,,,,,,53,23.3,N,P,,L,L,L,L,L,3.51,,,,,,,,,
SMW,HC,2021,6,26,6:25,R,M27061,1,,BBLH,M,1,,B,99,,,,,,,,,,52.5,22.4,N,0,,F,L,F,F,F,3.35,,,,,,,,,
SMW,HC,2021,6,12,9:54,R,M27068,1,,BBLH,M,1,,B,99,,,,,,,,,,52,22.2,N,P,,L,L,L,L,L,2.91,,,,,,,,,NECTAR IN CROP
SMW,HC,2021,6,26,8:22,R,M27068,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,22.8,N,0,,F,L,L,L,L,2.98,,,,,,,,,NC
SMW,HC,2021,6,12,8:08,R,M27081,1,,BBLH,M,1,,B,99,,,,,,,,,,48,20.9,N,0,,L,M,L,F,L,2.86,,,,,,,,,
SMW,HC,2021,6,26,10:26,R,M27081,1,,BBLH,M,1,,B,99,,,,,,,,,,48,21.8,N,1,,L,L,,L,M,2.99,,,,,,,,,
SMW,SWRS1,2021,5,17,8:24,R,M27126,1,,BCHU,F,1,,MS,,,,,U,E,,,P,,46,20.5,N,,5,F,F,F,F,L,3.14,,,,,,,,,
SMW,SWRS1,2021,6,28,6:36,R,M27126,1,,BCHU,F,1,,HS,,,,,,U,E,,,P,47,20.6,N,P,7,L,L,L,F,L,3.41,,,,,,,,,
SMW,HC,2021,3,20,8:54,R,M27163,1,,ANHU,M,1,,R,99,99,,,,,,,,,48,18.7,N,0,,F,F,F,F,F,4.02,,,,,,,,,
SMW,HC,2021,3,20,10:10,R,M27169,1,,BBLH,M,1,,B,99,,,,,,,,,,50,21.8,YH,0,,F,F,F,F,F,3.31,,,,,,,,,
ML,SWRS1,2021,4,19,8:52,R,M27258,1,,BCHU,M,1,,V,99,,,,,,,,,,42,18.9,N,0,,F,F,F,F,F,3,,,,,,,,,"BANDED 7/1/2018, AHY"
SMW,HC,2021,6,12,8:12,R,M28226,1,,BCHU,M,1,,V,99,,,,,,,,,,42,18.6,N,P,,F,L,L,L,F,2.81,,,,,,,,,
